idAxv,title,report-no,doi,submitter,abstract_md5,authors
0704.1540,The Orbifolds of Permutation-Type as Physical String Systems at  Multiples of $c=26$ III. The Spectra of $\hat{c}=52$ Strings,,10.1016/j.nuclphysb.2007.08.001,Martin B. Halpern,bc7f611ffe18960417b85f180304605f,M.B. Halpern
0704.1569,"One-way permutations, computational asymmetry and distortion",,,Jean-Camille Birget,2ce49bbf18524eff386e664056c6f5b4,Jean-Camille Birget
0704.1570,A method for the direct determination of the surface gravities of  transiting extrasolar planets,,10.1111/j.1745-3933.2007.00324.x,John Southworth,042294aa663b3eaa1ab3052bf07d29b0,"John Southworth (1), Peter J. Wheatley (1), Giles Sams (1), ((1)
  University of Warwick, UK)"
0704.1590,Constraints on the Very Early Universe from Thermal WIMP Dark Matter,,10.1103/PhysRevD.76.103524,Mitsuru Kakizaki,b77d11c0fd3c8bdb02bce73ebb0bc0cf,"Manuel Drees, Hoernisa Iminniyaz, Mitsuru Kakizaki"
0704.1591,Flavour-Dependent Type II Leptogenesis,"FTUAM 07-07, IFT-UAM/CSIC 07-18",10.1103/PhysRevD.76.023512,Stefan Antusch,a8fccc97803fb010d9f68e6d6bfb3358,Stefan Antusch
0704.1609,GRB 061121: Broadband spectral evolution through the prompt and  afterglow phases of a bright burst,,10.1086/518821,Kim Page,86daaddd84259909482f22766e3020ea,"K.L. Page (1), R. Willingale (1), J.P. Osborne (1), B. Zhang (2), O.
  Godet (1), F.E. Marshall (3), A. Melandri (4), J.P. Norris (5,6), P.T.
  O'Brien (1), V. Pal'shin (7), E. Rol (1), P. Romano (8,9), R.L.C. Starling
  (1), P. Schady (10), S.A. Yost (11), S.D. Barthelmy (3), A.P. Beardmore (1),
  G. Cusumano (12), D.N. Burrows (13), M. De Pasquale (10), M. Ehle (14), P.A.
  Evans (1), N. Gehrels (3), M.R. Goad (1), S. Golenetskii (7), C. Guidorzi
  (8,9), C. Mundell (4), M.J. Page (10), G. Ricker (15), T. Sakamoto (3), B.E.
  Schaefer (16), M. Stamatikos (3), E. Troja (1,1), M.Ulanov (7), F. Yuan (11)
  and H. Ziaeepour (9) ((1) University of Leicester, (2) University of Nevada,
  (3) NASA/GSFC, (4) Liverpool John Moores University, (5) University of
  Denver, (6) Stanford University, (7) Ioffe Physico-Technical Institute, (8)
  Osservatorio Astronomico di Brera, (9) Universita' di Milano-Bicocca, (10)
  MSSL, (11) University of Michigan, (12) INAF-IASF, Sezione di Palermo, (13)
  Pennsylvania State University, (14) XMM-Newton Science Operations Centre,
  (15) MIT, (16) Louisiana State University)"
0704.1639,Parity doubling in particle physics,,10.1142/S0217751X07037238,Sergey Afonin,4eff9d10e8eeb135b7e16b76da86b20f,S. S. Afonin
0704.1651,Route to Lambda in conformally coupled phantom cosmology,,10.1016/j.physletb.2007.05.057,Orest Hrycyna,d877cd891c3291a3640f0c1270066fea,"Orest Hrycyna, Marek Szydlowski"
0704.1653,"Scaling cosmologies, geodesic motion and pseudo-susy",UG-07-01,10.1088/0264-9381/24/18/009,Wissam Chemissany,0ae2e38aa51f04fa0a9d966f22a4b5f9,"Wissam Chemissany, Andr\'e ploegh, Thomas Van Riet"
0704.1657,Bubbling Surface Operators And S-Duality,,10.1088/1126-6708/2007/06/025,Jaume Gomis,253c1d41aeecd4e615cc2076adb507db,Jaume Gomis and Shunji Matsuura
0704.1658,Resolving Cosmic Gamma Ray Anomalies with Dark Matter Decaying Now,UCI-TR-2007-17,10.1103/PhysRevLett.99.191301,Louis Strigari,e841ceb0358c5dd5d2f7aa016f586998,"Jose A. R. Cembranos, Jonathan L. Feng, Louis E. Strigari"
0704.1662,Right-Handed Quark Mixings in Minimal Left-Right Symmetric Model with  General CP Violation,,10.1103/PhysRevD.76.091301,Xiangdong Ji,5a108c2e28bc3b29e2c7ecc6af20ef80,"Yue Zhang, Haipeng An, Xiangdong Ji and R. N. Mohapatra"
0704.1679,Equation of State in Relativistic Magnetohydrodynamics: variable versus  constant adiabatic index,,10.1111/j.1365-2966.2007.11849.x,Andrea Mignone,5eca991f28626b713894528d7cb64a71,A. Mignone and Jonathan C. McKinney
0704.1689,Some Properties of and Open Problems on Hessian Nilpotent Polynomials,,,Wenhua Zhao,1844e6a87880c83c8fc3d15ec5d15955,Wenhua Zhao
0704.1690,Two Results on Homogeneous Hessian Nilpotent Polynomials,,,Wenhua Zhao,bd0b5161154dfc7c39c6436f47736ab2,Arno van den Essen and Wenhua Zhao
0704.1691,A Vanishing Conjecture on Differential Operators with Constant  Coefficients,,,Wenhua Zhao,2757e95955033f1b1366a9ac68263650,Wenhua Zhao
0704.1699,Relativistic Hydrodynamics at RHIC and LHC,TKYNT-07-09,10.1143/PTPS.168.347,Tetsufumi Hirano,1da78cdc41d0ddefa00f2d1b6a04f101,Tetsufumi Hirano
0704.1733,Extra force in $f(R)$ modified theories of gravity,,10.1103/PhysRevD.75.104016,Orfeu Bertolami,dd4e3b18e038fcfcb963ae2809acbfef,"Orfeu Bertolami, Christian G. Boehmer, Tiberiu Harko, Francisco S.N.
  Lobo"
0704.1736,Parallelizing Quantum Circuits,,10.1016/j.tcs.2008.12.046,Elham Kashefi,e25e6e96c29744607abdac2fda501e51,Anne Broadbent and Elham Kashefi
0704.1745,I. The mass gap and solution of the quark confinement problem in QCD,,,V. Gogohia,f493cec1086cc61b4995f3353ee470e8,V. Gogokhia
0704.1800,Phenomenology with Massive Neutrinos,"YITP-SB-07-14, UB-ECM-PF 07/08, IFT-UAM/CSIC-07-51",10.1016/j.physrep.2007.12.004,MariaConcepcion Gonzalez-Garcia,51b74b9cb4a88b2194644d533c247252,M.C. Gonzalez-Garcia and Michele Maltoni
0704.1801,A calculation of the shear viscosity in SU(3) gluodynamics,MIT-CTP 3830,10.1103/PhysRevD.76.101701,Harvey B. Meyer,7293f27b6f20d4a05bc30348216727f9,Harvey B. Meyer
0704.1802,A Way to Dynamically Overcome the Cosmological Constant Problem,,10.1142/S0217751X08041359,Comelli Denis,35c5dffc9bd8688e6f89230b84687960,Denis Comelli
0704.1814,A Measure of de Sitter Entropy and Eternal Inflation,,10.1088/1126-6708/2007/05/055,Giovanni Villadoro,1d59baade095eb03c3ceecaf09af79bf,"Nima Arkani-Hamed, Sergei Dubovsky, Alberto Nicolis, Enrico
  Trincherini, Giovanni Villadoro"
0704.1817,Redefining the Missing Satellites Problem,,10.1086/521914,Louis Strigari,b8e100203937f0bd40896108b2e65a06,"Louis E. Strigari, James S. Bullock, Manoj Kaplinghat, Juerg Diemand,
  Michael Kuhlen, Piero Madau"
0704.1819,Comments on Charges and Near-Horizon Data of Black Rings,TIT/HEP-570,10.1088/1126-6708/2007/12/057,Yuji Tachikawa,7c7a2a49c2113c653377d7576641da89,"Kentaro Hanaki, Keisuke Ohashi and Yuji Tachikawa"
0704.1821,The S-parameter in Holographic Technicolor Models,,10.1088/1126-6708/2007/12/003,Matthew Reece,76c6b61b8d0d8c6c9b409ec14edc6847,"Kaustubh Agashe, Csaba Csaki, Christophe Grojean, Matthew Reece"
0704.1835,Direct extraction of one-loop integral coefficients,"SLAC-PUB-12455, UCLA/07/TEP/12",10.1103/PhysRevD.75.125019,Darren Forde,ab34cdc014a951e441b043e522cbe854,Darren Forde
0704.1836,Comment on Electroweak Higgs as a Pseudo-Goldstone Boson of Broken Scale  Invariance,CSULB-PA-07-4,,Hitoshi Nishino,69ea7d4d6a6f04d09f0769cc1ae275f0,Hitoshi Nishino and Subhash Rajpoot
0704.1844,A New Algebraic Structure of Finite Quantum Systems and the Modified  Bessel Functions,,10.1142/S021988780700251X,Kazuyuki Fujii,d8225f2fc2e08ae36367efdae8e53e6e,Kazuyuki Fujii (Yokohama City University)
0704.1845,The Lee-Wick Standard Model,"CALT 68-2643, UCSD/PTH 07-04",10.1103/PhysRevD.77.025012,Donal O'Connell,a7bae601c2b46a22474c744db2f5b33e,"Benjamin Grinstein, Donal O'Connell and Mark B. Wise"
0704.1848,"UV stable, Lorentz-violating dark energy with transient phantom era",,10.1088/1475-7516/2007/08/010,Shinji Tsujikawa,45a02ca319c617e4d619df9a6f7a165e,"Maxim Libanov, Eleftherios Papantonopoulos, Valery Rubakov, M. Sami,
  Shinji Tsujikawa"
0704.1850,Shock and Release Temperatures in Molybdenum,LA-UR-07-1660,10.1103/PhysRevB.76.054122,Damian Swift,34379ee866f7c6d7ea5d5b6586fa30a6,"Damian C. Swift, Achim Seifter, David B. Holtkamp, David A. Clark"
0704.1855,Variations of the Hidden Sector in a Realistic Intersecting Brane Model,"ACT-02-07, MIFP-07-11",10.1088/0954-3899/35/9/095008,Tianjun Li,b6dae5e52d70236b5f5452762c97bc92,"Ching-Ming Chen, Tianjun Li, V. E. Mayes, Dimitri V. Nanopoulos"
0704.1927,"Second-order perturbations of cosmological fluids: Relativistic effects  of pressure, multi-component, curvature, and rotation",,10.1103/PhysRevD.76.103527,Hyerim Noh,816e077eeccf76aa97865a215aa89105,J. Hwang and H. Noh
0704.1932,A discriminating probe of gravity at cosmological scales,,10.1103/PhysRevLett.99.141302,Pengjie Zhang,898f8e03aa74dbd85d9d2e26ad4bf782,"Pengjie Zhang (SHAO), Michele Liguori (Cambridge), Rachel Bean
  (Cornell), Scott Dodelson (Fermilab/Chicago)"
0704.1961,Impact of spin-zero particle-photon interactions on light polarization  in external magnetic fields,,10.1016/j.physletb.2007.05.020,Yi Liao,9c73fbf01fbf1d35c90164ca92425e72,Yi Liao (Nankai U.)
0704.1964,A data-analysis driven comparison of analytic and numerical coalescing  binary waveforms: nonspinning case,,10.1103/PhysRevD.77.024014,Yi Pan,014373e8c75d281e5605b2ab97633b7b,"Yi Pan, Alessandra Buonanno, John G. Baker, Joan Centrella, Bernard J.
  Kelly, Sean T. McWilliams, Frans Pretorius and James R. van Meter"
0704.1981,Improved Measurement of the Positive Muon Lifetime and Determination of  the Fermi Constant,,10.1103/PhysRevLett.99.032001,David W. Hertzog,7f4df2f0cd4489dc9e2288da739f5c3b,"MuLan Collaboration: D.B. Chitwood, T.I. Banks, M.J. Barnes, S. Battu,
  R.M. Carey, S. Cheekatmalla, S.M. Clayton, J. Crnkovic, K.M. Crowe, P.T.
  Debevec, S. Dhamija, W. Earle, A. Gafarov, K. Giovanetti, T.P. Gorringe, F.E.
  Gray, M. Hance, D.W. Hertzog, M.F. Hare, P. Kammel, B. Kiburg, J. Kunkle, B.
  Lauss, I. Logashenko, K.R. Lynch, R. McNabb, J.P. Miller, F. Mulhauser,
  C.J.G. Onderwater, C.S. Ozben, Q. Peng, C.C. Polly, S. Rath, B.L. Roberts, V.
  Tishchenko, G.D. Wait, J. Wasserman, D.M. Webber, P. Winter, P.A. Zolnierczuk"
0704.1998,Absence of the Fifth Force Problem in a Model with Spontaneously Broken  Dilatation Symmetry,,10.1016/j.aop.2007.09.003,Alexander Kaganovich B.,3fc5f834c010869885c80a4b6e32ef05,E. I. Guendelman and A. B. Kaganovich
0704.2004,Fractal dimension of domain walls in two-dimensional Ising spin glasses,,10.1103/PhysRevB.76.174411,Oliver Melchert,5a7b992cc78c5d3e204ef9e4021ca133,O. Melchert and A. K. Hartmann
0704.2006,Two-particle scattering matrix of two interacting mesoscopic conductors,,10.1103/PhysRevLett.99.146801,M. C. Goorden,faca9e32028068489c593becf3cb9c2d,"M. C. Goorden, M. Buttiker"
0704.2046,"Combinatorial structure of Kirillov-Reshetikhin crystals of type D_n(1),  B_n(1), A_{2n-1}(2)",,10.1016/j.jalgebra.2007.10.020,Anne Schilling,0a7b26596a51c06bd4cdd6d7489996c7,Anne Schilling
0704.2055,A biased view of symplectic cohomology,,,Paul Seidel,305361e34967065c39c219692aa6505a,Paul Seidel
0704.2063,High Energy Afterglow from Gamma-ray Bursts,,10.1111/j.1365-2966.2007.12765.x,Tsvi Piran,3208b3c812c6c384ecdcdca5b017cd05,"Yi-Zhong Fan, Tsvi Piran, Ramesh Narayan and Da-Ming Wei"
0704.2064,"The Dynamics of Quintessence, The Quintessence of Dynamics",,10.1007/s10714-007-0550-z,Eric Linder,c5eaf9bb62bcc5e41f3c111a407388cb,Eric V. Linder
0704.2069,q-Deformed Supersymmetry and Dynamic Magnon Representations,DCPT-07/09,10.1088/1751-8113/40/30/033,Charles Young,33b05e83148bd8804ddb50214baff875,C. A. S. Young
0704.2072,Measurement of the Rate of Muon Capture in Hydrogen Gas and  Determination of the Proton's Pseudoscalar Coupling $g_P$,,10.1103/PhysRevLett.99.032002,Peter Kammel,ddca1ee0742db9a065aeca6aec7d7192,"V.A. Andreev, T.I. Banks, T.A. Case, D.B. Chitwood, S.M. Clayton, K.M.
  Crowe, J. Deutsch, J. Egger, S.J. Freedman, V.A. Ganzha, T. Gorringe, F.E.
  Gray, D.W. Hertzog, M. Hildebrandt, P. Kammel, B. Kiburg, S. Knaack, P.A.
  Kravtsov, A.G. Krivshich, B. Lauss, K.L. Lynch, E.M. Maev, O.E. Maev, F.
  Mulhauser, C.S. \""Ozben, C. Petitjean, G.E. Petrov, R. Prieels, G.N.
  Schapkin, G.G. Semenchuk, M.A. Soroka, V. Tishchenko, A.A. Vasilyev, A.A.
  Vorobyov, M.E. Vznuzdaev, P. Winter"
0704.2086,Third-order cosmological perturbations of zero-pressure multi-component  fluids: Pure general relativistic nonlinear effects,,10.1088/1475-7516/2007/12/003,Hyerim Noh,f91626635c59afbbbe2b38ff6b532679,J. Hwang and H. Noh
0704.2126,Strange stars and the cosmological constant problem,,10.1088/1475-7516/2007/06/006,Cosimo Bambi,fa89004ccfb4621fd4713ec458639ade,Cosimo Bambi
0704.2128,Graphene bilayer with a twist: electronic structure,,10.1103/PhysRevLett.99.256802,J. M. B. Lopes dos Santos,fa0d45b0f8b5c2be5e15be0fe92153a3,"J. M. B. Lopes dos Santos, N. M. R. Peres and A. H. Castro Neto"
0704.2164,Charmed Meson Production in Deep Inelastic Scattering,USM-TH-211,10.1103/PhysRevD.76.014009,Hans Pirner,caef2c23640c6ad8b60078e138d22187,"B. Floter, B. Z. Kopeliovich, H.J. Pirner, J. Raufeisen"
0704.2169,An exact sequence for contact- and symplectic homology,,10.1007/s00222-008-0159-1,Alexandru Oancea,0d7c75219efcd90125b58fa656b4492c,Fr\'ed\'eric Bourgeois and Alexandru Oancea
0704.2198,Braneworld Cosmology,McGill-07-527,,James Cline,4b32e1c93a5eeac30bbbd61a7170bf8b,James M. Cline
0704.2205,Vector mesons from AdS/TC to the LHC,,,Maurizio Piai,6ef2db03f8f02af8ffe354dd97a6656a,Maurizio Piai
0704.2213,From Lie Theory to Deformation Theory and Quantization,,,Lucian M. Ionescu,85514057dadb82f2169b7c60caad8ec6,Lucian M. Ionescu
0704.2222,Marginal deformations in string field theory,AEI-2007-023,10.1088/1126-6708/2007/09/101,Michael Kroyter,6ea6bbed8645356ab482b5149c5ce8a2,"Ehud Fuchs, Michael Kroyter, Robertus Potting"
0704.2224,Non-Abelian Chern-Simons Vortices,,10.1016/j.physletb.2007.08.036,Enrique Moreno,1ba219a44311b4c20697493eeebe964a,"G. S. Lozano, D. Marques, E. F. Moreno and F. A. Schaposnik"
0704.2233,Bubbling AdS and droplet descriptions of BPS geometries in IIB  supergravity,"Brown-HET-1480, MCTP-07-15, NSF-KITP-07-58",10.1088/1126-6708/2007/10/003,James T. Liu,35c5320cf8be3a3911aa13b1db57de5c,"Bin Chen, Sera Cremonini, Aristomenis Donos, Feng-Li Lin, Hai Lin,
  James T. Liu, Diana Vaman and Wen-Yu Wen"
0704.2251,Boundaries and the Casimir effect in non-commutative space-time,,10.1103/PhysRevD.76.025016,Octavian Micu,0ac6b923e5d216b3f38eee73403ef296,"Roberto Casadio, Alessandro Gruppuso, Benjamin Harms, Octavian Micu"
0704.2273,"Cosmological Symmetry Breaking, Pseudo-scale invariance, Dark Energy and  the Standard Model",,10.1142/S0217732307023754,Pankaj Jain,e51e8534b159cae903347b29cf7575e9,Pankaj Jain and Subhadip Mitra
0704.2307,ATLAS Discovery Potential for the Charged Higgs Boson in H+ to tau nu  Decays,,,Martin Flechl,f77e640b4a579789864f2a0bb1bfa32c,"Bjarte Mohn, Martin Flechl and Johan Alwall"
0704.2314,Axial Resonances in the Open and Hidden Charm Sectors,,10.1140/epja/i2007-10435-1,Daniel Gamermann,2a20e7dfdf19da61675405024dbb6221,"D.Gamermann, E.Oset"
0704.2315,Exact Mapping of the 2+1 Dirac Oscillator onto the Jaynes-Cummings  Model: Ion-Trap Experimental Proposal,,10.1103/PhysRevA.76.041801,Miguel Angel Martin-Delgado,33e6492f9182123256fb39e9ba7c19c9,"A. Bermudez, M.A. Martin-Delgado, E. Solano"
0704.2350,The time evolution of cosmological redshift as a test of dark energy,,10.1111/j.1365-2966.2007.12407.x,Amedeo Balbi,6e7de55848c5e8b17da60d5cbd5395ad,"A. Balbi, C. Quercellini"
0704.2389,Semiclassical Quantization of the Giant Magnon,BROWN-HET-1479,10.1088/1126-6708/2007/06/032,Georgios Papathanasiou,f363743294d18ea9629341e4b33f700a,Georgios Papathanasiou and Marcus Spradlin
0704.2394,Muon Physics: A Pillar of the Standard Model,,10.1143/JPSJ.76.111009,B. Lee Roberts,278b9c9c69cc9984f2815d37edb1a0bd,B. Lee Roberts
0704.2397,The Quantum Configuration Space of Loop Quantum Cosmology,,10.1088/0264-9381/24/14/013,Jose Manuel Velhinho,7eaef5162831b59bee5713d8015210fa,J. M. Velhinho
0704.2400,Two-Loop Fermionic Corrections to Massive Bhabha Scattering,"DESY 07-053, SFB/CPP-07-15, HEPTOOLS 07-010",10.1016/j.nuclphysb.2007.06.023,Tord Riemann,9cda6d3a4867d94aa3a94225dac4c0cf,"S. Actis (DESY), M. Czakon (U. Wuerzburg), J. Gluza (U. Katowice), T.
  Riemann (DESY)"
0704.2417,The Spectral Index Distribution of EGRET Blazars: Prospects for GLAST,,10.1063/1.2757293 10.1086/519487,Vasiliki Pavlidou,88081726580dae9ad32086d500f9afc7,"Tonia M. Venters and Vasiliki Pavlidou (KICP, U. Chicago)"
0704.2421,Measuring the dark side (with weak lensing),,10.1088/1475-7516/2008/04/013,Martin Kunz,55033ab177fab88032aef8c5003cab91,"Luca Amendola (INAF/OAR Italy), Martin Kunz and Domenico Sapone (U.
  Geneve, Switzerland)"
0704.2430,The First Release COSMOS Optical and Near-IR Data and Catalog,,10.1086/519081,Peter Capak,ef6fb121d2ba658c8b86df9ff05f4e61,"P. Capak, H. Aussel, M. Ajiki, H. J. McCracken, B. Mobasher, N.
  Scoville, P. Shopbell, Y. Taniguchi, D. Thompson, S. Tribiano, S. Sasaki, A.
  W. Blain, M. Brusa, C. Carilli, A. Comastri, C. M. Carollo, P. Cassata, J.
  Colbert, R. S. Ellis, M. Elvis, M. Giavalisco, W. Green, L. Guzzo, G.
  Hasinger, O. Ilbert, C. Impey, K. Jahnke, J. Kartaltepe, J-P. Kneib, J. Koda,
  A. Koekemoer, Y. Komiyama, A. Leauthaud, O. Lefevre, S. Lilly, R. Massey, S.
  Miyazaki, T. Murayama, T. Nagao, J. A. Peacock, A. Pickles, C. Porciani, A.
  Renzini, J. Rhodes, M. Rich, M. Salvato, D. B. Sanders, C. Scarlata, D.
  Schiminovich, E. Schinnerer, M. Scodeggio, K. Sheth, Y. Shioya, L. A. M.
  Tasca, J. E. Taylor, L. Yan, G. Zamorani"
0704.2431,Vortex trapping in suddenly connected Bose-Josephson junctions,,10.1103/PhysRevA.77.033609,Parag Ghosh,5e87faf1c16d2fdd339158a922c855c4,Parag Ghosh and Fernando Sols
0704.2444,Contraints on radiative dark-matter decay from the cosmic microwave  background,,10.1103/PhysRevD.76.061301,Xuelei Chen,cc5710eba795e9eea99583aceb160b9e,"Le Zhang, Xuelei Chen, Marc Kamionkowski, Zongguo Si, Zheng Zheng"
0704.2457,Another Odd Thing About Unparticle Physics,,10.1016/j.physletb.2007.05.037,Howard Georgi,9d4408a807a786f5095ad9f2e4b50ebe,Howard Georgi (Harvard Univ)
0704.2463,Ultra-High Energy Cosmic Rays and the GeV-TeV Diffuse Gamma-Ray Flux,,10.1103/PhysRevD.79.063005,Guenter Sigl,19418f90d685c014c76f4eb2b3b94d16,"Oleg E. Kalashev (INR Moscow), Dmitry V. Semikoz, Guenter Sigl (APC,
  Paris)"
0704.2464,"Fermionic formulas for (1,p) logarithmic model characters in \Phi_{2,1}  quasiparticle realisation",,,Evgeny Feigin,4babf78ad40132f307d65ae515b71f7b,"B.Feigin, E.Feigin, I.Tipunin"
0704.2520,Dark energy from modified F(R)-scalar-Gauss-Bonnet gravity,,10.1016/j.physletb.2007.06.029,Shin'ichi Nojiri,a33395c23e5d9c22db07486b599c273e,"Shin'ichi Nojiri, Sergei D. Odintsov, and Petr V. Tretyakov"
0704.2545,The angular correlations of galaxies in the COSMOS field,,10.1086/518693,Henry Joy McCracken,6ff6fe68ae2c648e585a5e7f144f840b,"H. J. McCracken, J. A. Peacock, L. Guzzo, P. Capak, C. Porciani, N.
  Scoville, H. Aussel, A. Finoguenov, J. B. James, M. G. Kitzbichler, A.
  Koekemoer, A. Leauthaud, O. Le F\`evre, R. Massey, Y. Mellier, B. Mobasher,
  P. Norberg, J. Rhodes, D. B. Sanders, S. S. Sasaki, Y. Taniguchi, D. J.
  Thompson, S. D. M. White, A. El-Zant"
0704.2553,Metastable String Vacua,"CPHT-RR 017.0417, DFTT 2007/5, LPT-Orsay 07/23",10.1016/j.physletb.2007.06.031,Carlo Angelantonj,d3353d29591dd7f674e1aa00b14716c0,C. Angelantonj and E. Dudas
0704.2575,Strong photon non-linearities and photonic Mott insulators,,10.1103/PhysRevLett.99.103601,Michael Hartmann Mr,5c4af089ad8896f27cc62228e21c6b8c,Michael J Hartmann and Martin B Plenio
0704.2588,Collider signals in unparticle physics,,10.1103/PhysRevLett.99.051803,Wai-Yee Keung,b4da889e85440c42d3217c435e9fdddc,"Kingman Cheung, Wai-Yee Keung, and Tzu-Chiang Yuan"
0704.2604,Universal Substructure Distributions in LCDM halos: Can we find a Fossil  Group?,,,Elena D'Onghia,d311140f99f60a95106c06ab733062d3,"E. D'Onghia (1), A.V. Maccio'(2), G. Lake (1), J. Stadel (1), B. Moore
  (1)((1) University of Zurich, (2) MPIA Heidelberg)"
0704.2605,Mapping the Cosmological Confidence Ball Surface,,10.1086/518999,Brent Bryan,3765827c05e2aeb36ced03ac04dfa006,"Brent Bryan, Jeff Schneider, Christopher J. Miller, Robert C. Nichol,
  Christopher Genovese, Larry Wasserman"
0704.2606,"Cosmological constraints combining H(z), CMB shift and SNIa  observational data",,10.1088/1475-7516/2007/07/015,Elisabetta Majerotto,f6ba8a73db9830696aa858519c2337c1,"Ruth Lazkoz (Basque U., Bilbao) and Elisabetta Majerotto (ICG,
  Portsmouth)"
0704.2608,WHAM: A WENO-based general relativistic numerical scheme I:  Hydrodynamics,,10.1111/j.1365-2966.2007.11876.x,Alexander Tchekhovskoy,812e84a1fe0f7ae76e9b806d5f8915e4,"Alexander Tchekhovskoy, Jonathan C. McKinney, Ramesh Narayan
  (Harvard-CfA)"
